url,text,user,timestamp,keyword,score
https://twitter.com/jairbolsonaro/status/1586540865618591744,"- Meu obrigado a Donald Trump pelo apoio! Sinto orgulho por ver que nosso trabalho por um Brasil mais seguro e mais livre é respeitado no mundo todo e que, hoje, contamos com o apoio de nações democráticas e não de ditaduras socialistas como no passado. Que a liberdade prevaleça!",@jairbolsonaro,2022-10-30 02:09:00+00:00,maga_2023-08-09_16-31-36-670,12.9
https://twitter.com/TuckerCarlson/status/1695254001791406210,"The world is realigning at high speed, and turning against the United States. But the Biden Administration is spending its time harassing one of our last sincere allies in Europe, Hungary, for the crime of being too Christian. Watch.

(Tucker's Speech in Budapest) https://t.co/yppDft6YIi",Tucker Carlson,2023-08-26 01:57:04+00:00,,12.11
https://twitter.com/TuckerCarlson/status/1695254001791406210,"The world is realigning at high speed, and turning against the United States. But the Biden Administration is spending its time harassing one of our last sincere allies in Europe, Hungary, for the crime of being too Christian. Watch.

(Tucker's Speech in Budapest) https://t.co/yppDft6YIi",Tucker Carlson,2023-08-26 01:57:04+00:00,,12.11
https://twitter.com/elonmusk/status/1688649921077956609,More interesting than you may expect,@elonmusk,2023-08-07 20:34:00+00:00,maga_2023-08-09_16-31-36-670,10.84
https://twitter.com/DrEliDavid/status/1687935382711656448,"Bill Gates owns 4 private jets:
🛩️ 2 Gulfstream G650ERs
🛩️ 2 Bombardier Challenger 350s

Each one of them emits more carbon in a single flight than your car in your entire lifetime.

But it's your car that's causing climate change 🤡",@DrEliDavid,2023-08-05 21:15:00+00:00,billGates_2023-08-09_19-11-00-597,8.96
https://twitter.com/DrEliDavid/status/1687935382711656448,"Bill Gates owns 4 private jets:
🛩️ 2 Gulfstream G650ERs
🛩️ 2 Bombardier Challenger 350s

Each one of them emits more carbon in a single flight than your car in your entire lifetime.

But it's your car that's causing climate change 🤡",@DrEliDavid,2023-08-05 21:15:00+00:00,billGates_2023-08-09_19-11-00-597,8.96
https://twitter.com/DrEliDavid/status/1687935382711656448,"Bill Gates owns 4 private jets:
🛩️ 2 Gulfstream G650ERs
🛩️ 2 Bombardier Challenger 350s

Each one of them emits more carbon in a single flight than your car in your entire lifetime.

But it's your car that's causing climate change 🤡",@DrEliDavid,2023-08-05 21:15:00+00:00,billGates_2023-08-09_19-11-00-597,8.96
https://twitter.com/DrEliDavid/status/1687935382711656448,"Bill Gates owns 4 private jets:
🛩️ 2 Gulfstream G650ERs
🛩️ 2 Bombardier Challenger 350s

Each one of them emits more carbon in a single flight than your car in your entire lifetime.

But it's your car that's causing climate change 🤡",@DrEliDavid,2023-08-05 21:15:00+00:00,billGates_2023-08-09_19-11-00-597,8.96
https://twitter.com/VivekGRamaswamy/status/1694546918662193510,"TRUTH.

1. God is real.
2. There are two genders.
3. Human flourishing requires fossil fuels.
4. Reverse racism is racism.
5. An open border is no border.
6. Parents determine the education of their children.
7. The nuclear family is the greatest form of governance known to… https://t.co/MTjhqquwl4",Vivek Ramaswamy,2023-08-24 03:07:23+00:00,,8.83
https://twitter.com/elonmusk/status/1688970735782400021,Starship Super Heavy Booster,@elonmusk,2023-08-08 17:49:00+00:00,maga_2023-08-09_16-31-36-670,8.83
https://twitter.com/buitengebieden/status/1689034080875139072,If you need a smile.. 😊,@buitengebieden,2023-08-08 22:01:00+00:00,maga_2023-08-09_16-31-36-670,8.38
https://twitter.com/nocontextfooty/status/1689220605814415361,,@nocontextfooty,2023-08-09 10:22:00+00:00,socialMedia_2023-08-10_01-09-05-700,8.32
https://twitter.com/VivekGRamaswamy/status/1692267994490060817,"TRUTH.

1. God is real.
2. There are two genders.
3. Human flourishing requires fossil fuels.
4. Reverse racism is racism.
5. An open border is no border.
6. Parents determine the education of their children.
7. The nuclear family is the greatest form of governance known to… https://t.co/O4LvE014gW",Vivek Ramaswamy,2023-08-17 20:11:45+00:00,,7.79
https://twitter.com/JustinPulitzer/status/1496709662602932224,"I know CNN & MSNBC never aired this, so I figured I would. Spot on, don't you think?",@JustinPulitzer,2022-02-24 04:52:00+00:00,cable_news_2023-08-09_19-18-39-355,7.58
https://twitter.com/realDonaldTrump/status/1336844470994821126,"“If you’re looking for Election Rigging, look no further. That’s what this is. They kept information from the public in order to influence the outcome of the Election. They RIGGED it.” @TuckerCarlson",@realDonaldTrump,2020-12-10 01:25:00+00:00,maga_2023-08-09_16-31-36-670,7.2
https://twitter.com/realDonaldTrump/status/1336844470994821126,"“If you’re looking for Election Rigging, look no further. That’s what this is. They kept information from the public in order to influence the outcome of the Election. They RIGGED it.” @TuckerCarlson",@realDonaldTrump,2020-12-10 01:25:00+00:00,maga_2023-08-09_16-31-36-670,7.2
https://twitter.com/realDonaldTrump/status/1336844470994821126,"“If you’re looking for Election Rigging, look no further. That’s what this is. They kept information from the public in order to influence the outcome of the Election. They RIGGED it.” @TuckerCarlson",@realDonaldTrump,2020-12-10 01:25:00+00:00,maga_2023-08-09_16-31-36-670,7.2
https://twitter.com/EndWokeness/status/1694773170929078523,"Donald J. Trump- arrested
Trump lawyers- arrested
Steve Bannon- arrested
Peter Navarro- arrested
Rudy Giuliani- arrested 
James O’Keefe- raided
Roger Stone- arrested

The Clintons- 0 jail time
Hunter Biden- 0 jail time
Epstein clients- 0 jail time
DC war criminals- 0 jail time",End Wokeness,2023-08-24 18:06:25+00:00,,6.63
https://twitter.com/stats_feed/status/1695449932277186798,"CEO of Alphabet Google 🇮🇳
CEO of Microsoft 🇮🇳
CEO of YouTube 🇮🇳 
CEO of Adobe 🇮🇳
CEO of World Bank Group 🇮🇳
CEO of IBM 🇮🇳
CEO of Albertsons 🇮🇳
CEO of NetApp 🇮🇳
CEO of Palo Alto Networks 🇮🇳 
CEO of Arista Networks 🇮🇳
CEO of Novartis 🇮🇳
CEO of Starbucks 🇮🇳 
CEO of Micron Technology…",World of Statistics,2023-08-26 14:55:38+00:00,,6.61
https://twitter.com/IanJaeger29/status/1694521481424683060,🚨BREAKING: Vivek Ramaswamy says the Climate Change agenda is a hoax. Do you agree? https://t.co/RtNuVl3kvs,Ian Jaeger,2023-08-24 01:26:18+00:00,,6.27
https://twitter.com/TuckerCarlson/status/1680655669454598145,"We grilled the GOP candidates at the Iowa summit and then traveled to Florida for a big speech at Turning Point USA.

Watch this video of the speech to see how the candidates performed, what’s happening in America and more. 
SPOILER: We even cover the 8 ball of cocaine found in…",@TuckerCarlson,2023-07-16 19:08:00+00:00,Florida lang:en,6.22
https://twitter.com/bennyjohnson/status/1690884152856326145,"WATCH: A “pan-sexual” reporter tries to bait Vivek Ramaswamy at the Iowa State Fair

Instead, he delivers a masterclass on how to instantly turn the tables

Watch his masterful warning against activists grooming children, and their “tyranny of the minority”🔥 https://t.co/ONS3YPbuaQ",Benny Johnson,2023-08-14 00:32:51+00:00,,6.13
https://twitter.com/megamegakun/status/1689118657648164865,派遣のエース,@megamegakun,2023-08-09 03:37:00+00:00,maga_2023-08-09_16-31-36-670,5.78
https://twitter.com/ClubPhotos_/status/1688969896502198272,,@ClubPhotos_,2023-08-08 17:46:00+00:00,maga_2023-08-09_16-31-36-670,5.18
https://twitter.com/StephenKing/status/1686498304626999298,"Indictments and crimes against America aside, Donald Trump, a raging and impulsive narcissist, is psychologically unfit to be president. Simply put, he's dangerous.",@StephenKing,2023-08-01 22:05:00+00:00,maga_2023-08-09_16-31-36-670,4.31
https://twitter.com/StephenKing/status/1686498304626999298,"Indictments and crimes against America aside, Donald Trump, a raging and impulsive narcissist, is psychologically unfit to be president. Simply put, he's dangerous.",@StephenKing,2023-08-01 22:05:00+00:00,maga_2023-08-09_16-31-36-670,4.31
https://twitter.com/buitengebieden/status/1686663773967249408,Never ending story.. 😅,@buitengebieden,2023-08-02 09:02:00+00:00,socialMedia_2023-08-10_01-09-05-700,4.15
https://twitter.com/itsJeffTiedrich/status/1686739743885676545,"listen up, stupids:
Al Gore lost his election and fucked off and went home.
Bob Dole lost his election and fucked off and went home.
Mitt Romney lost his election and fucked off and went home.
Hillary Clinton lost her election and fucked off and went home.
Donald Trump lost his…",@itsJeffTiedrich,2023-08-02 14:04:00+00:00,maga_2023-08-09_16-31-36-670,3.05
https://twitter.com/itsJeffTiedrich/status/1686739743885676545,"listen up, stupids:
Al Gore lost his election and fucked off and went home.
Bob Dole lost his election and fucked off and went home.
Mitt Romney lost his election and fucked off and went home.
Hillary Clinton lost her election and fucked off and went home.
Donald Trump lost his…",@itsJeffTiedrich,2023-08-02 14:04:00+00:00,maga_2023-08-09_16-31-36-670,3.05
https://twitter.com/PRADAXBBY/status/1688678478734852096,me watching a movie in 32 parts on tiktok,@PRADAXBBY,2023-08-07 22:28:00+00:00,socialMedia_2023-08-10_01-09-05-700,2.85
https://twitter.com/PRADAXBBY/status/1688678478734852096,me watching a movie in 32 parts on tiktok,@PRADAXBBY,2023-08-07 22:28:00+00:00,socialMedia_2023-08-10_01-09-05-700,2.85
https://twitter.com/PRADAXBBY/status/1688678478734852096,me watching a movie in 32 parts on tiktok,@PRADAXBBY,2023-08-07 22:28:00+00:00,socialMedia_2023-08-10_01-09-05-700,2.85
https://twitter.com/DrEliDavid/status/1688654585760477184,"This is Leonardo DiCaprio. Leonardo is very concerned about climate change. Even though the mega yacht he vacations on emits more carbon in a single trip than your car in your entire lifetime, he still believes your car is causing climate change 🤡",@DrEliDavid,2023-08-07 20:53:00+00:00,maga_2023-08-09_16-31-36-670,2.58
https://twitter.com/CollinRugg/status/1694761446452908208,"JUST IN: The Biden Department of 'Justice' is suing Elon Musk's SpaceX for refusing to hire refugees and asylum seekers.

Musk should change his name to Hunter Biden and coerce foreign entities to get rich so the DOJ ignores him.

“The lawsuit alleges that, from at least… https://t.co/6EjnuBPpaC",Collin Rugg,2023-08-24 17:19:50+00:00,,2.51
https://twitter.com/dom_lucre/status/1686538696193929218,The more they attack Trump the more he becomes relatable. Great job Democrats.,@dom_lucre,2023-08-02 00:45:00+00:00,maga_2023-08-09_16-31-36-670,2.16
https://twitter.com/RealJamesWoods/status/893450874948911104,I've never witnessed such hatred for a man who is willing to work for free to make his beloved country a better place. It is pathological.,@RealJamesWoods,2017-08-04 12:37:00+00:00,maga_2023-08-09_16-31-36-670,2.13
https://twitter.com/thebravobabe_/status/1688888250050428928,"“I didn’t even know” 💔 This goes beyond the show, i’m glad production stepped in. Captain Jason handled everything with class and respect. But damn. #BelowDeck",@thebravobabe_,2023-08-08 12:21:00+00:00,newWorldOrder_2023-08-09_16-31-36-670,1.9
https://twitter.com/realDonaldTrump/status/1346693906990305280,Get smart Republicans. FIGHT!,@realDonaldTrump,2021-01-06 05:43:00+00:00,RepublicansAndDemocrats_2023-08-09_16-31-36-670,1.72
https://twitter.com/TPostMillennial/status/1694536568201994454,"Vivek Ramaswamy: “I find it offensive that we have professional politicians on this stage that will make a pilgrimage to Kyiv to their pope Zelensky without doing the same think for people in Maui or the south side of Chicago…”

 https://t.co/3A23aG6vaX",The Post Millennial,2023-08-24 02:26:15+00:00,,1.55
https://twitter.com/Enezator/status/1688613727615016960,This woman made a child smile! will definitely go to heaven,@Enezator,2023-08-07 18:11:00+00:00,maga_2023-08-09_16-31-36-670,1.0
